user_name,user_product,helpful,funny,post_date,recommend_or_not,game_time,review
Mabosaha,100,4,0,2016/09/19,Recommended,46.3,quite pleased first early access version chapter completely playable sure run bug quest journal über vague everything completely finish chapter definitely playable enjoyable lovely improvement original divinity original sin like previous installment must-have beautiful graphic immersive world rich plot character thing really like can't easily sort inventory currently dear reader make choice support development purchase early access version wait finished package chapter less bug
Pratusion,329,3,0,2016/09/19,Recommended,39.1,great worth money issue gotta say i'm thoroughly impress response time care company crash issue random razor synapse probably culprit fake window mode change well fire email company state issue less hour 4-5 paragraph possibility know issue professional courteous insanely fast response time great person name raze go state end razor synapse task switch fake window mode issue currently play wizard hour issue reply back raze good news response fantastic anything else pop hesitate email back quality care like community can't go wrong
RynxQQ,52,23,2,2016/09/19,Recommended,41.0,well say larian studio tell guy whole new level come make game play hell 1st one ps4 get pc dos2 take everything first x100 dos2 graphic gameplay customization best music point outstanding ever praise put much love effort still developer know thumb
Laydane the Graceful,501,5,1,2016/09/19,Recommended,63.7,goty-2017
benedict cucumberbact,286,66,80,2016/09/19,Recommended,166.5,talk black cat start follow pet one guard shoot sight inflitrated guard hq find escape route go back half map kill every single guard 10 10 would
Spaghetticat1,84,7,0,2016/09/19,Recommended,64.2,great play much already beyond expectation still alpha phase pro beautiful soundtrack nice graphic good story switch main quest side quest best turn-based rpg ever con still miss small thing voice camera angle play like strategy turn-based rpg game
Mistrbluesky,324,5,0,2016/09/19,Recommended,23.1,even alpha deliver first act really lay groundwork epic story keep current big baddie storyline flow nicely much many different way get do
ADeadlyBunny,409,4,0,2016/09/19,Recommended,221.6,love alpha need resing scorls
Guegan,81,2,0,2016/09/19,Recommended,220.0,really wonderful continuation first os everything good first still like relearn entirely new lot clunkier part first like enormous skill cooldowns lock spell tree base allocated point refine look good love sense humour studio hard work care put recommend highly people like first o people new need play first o fully enjoy one
Jdawleer,217,13,8,2016/09/19,Not Recommended,38.5,unfortunately can't recommend current state studio badly need money end make would exact word release alpha beta yet version 45 euro really want like currently almost impossible many bug unfinished quest almost story yet honestly problem first divinity can't manage understand single quest everything feel dull i'm run around kill thing ing know i'm failry sure good someday support alpha version 45 euros thing i'm fine advanced beta playable enjoyable importantly play right spoil fun could play final version like see bad trailer show whole movie know able see real awesome movie later
high and dry,149,7,0,2016/09/19,Recommended,46.1,good really hope current line dialog placeholder larian improve feature immersion break narration style
Yomaha,275,6,0,2016/09/19,Recommended,161.1,play first mean instabuy already 12 hour gameplay recommend
MWMWMWMW,266,0,0,2016/09/19,Recommended,13.3,much fun dont alot hour yet every moment time play weekend great story far many different option choose
Lynchmeister,106,0,0,2016/09/19,Recommended,298.3,regret playing alpha want finished even aside minor graphical error voice already playable even current state already personal goty larian really do amazing job
