label,text
1,"DO NOT BUYIt does the job capturing urine fine,but it does not stop 3-4-month old baby thing feces comming out over the top of a diaper in the backIn our case, every other time our baby boy had bowel movement we had to copmletely change his clothing because of the leakageProduct link: http://www.amazon.com/gp/product/B000VHSHCA"
2,"I ordered the set of swords on December 9th (Sunday) and recieved the swords today (Wednesday, the 12). The Shipping was absolutly BLAZING! UPS Shipped with a Tracking Number made me confident in Sword Demon. Packaging was great and everything was alright. I would deffiently buy from Sword Demon again.These swords are UNSHARPENED. It would appear that Stainless Steel is not very good for sharpening them either. These are really ""Wallhanger"" katana's, But when your buddies come over and see them, they almost cry. These are just the coolest swords because of the movie. All the symbols and words on the blades are actually etched. The symbols and the like are the exact same from the movie."
2,"TCotCB was fantastic. I fell in love with Ayla, and the rich descriptions of the surroundings and life. Jean M Auel did a wonderful job of researching the lives of the Cro Magnan man, and about herb lore. But, more than that, JMA weaves a beautiful and captivating story of a little girl who tries so hard to fit in.... I laughed with her triumphs, and still cry with her tragedies everytime I read it."
1,"Your money would be better spent on a book that teaches you grammar AND vocabulary. This set comes with no directions, just a bunch of CDs in a box. Using the software isnt explained, the games are useless as you can win just by clicking all over, you dont have to learn anything.Learning phrases isnt helpful for any language if you dont know how to take vocabulary and form your own phrases.Honestly this is a waste of cash. Get a book. If you need pronunciation help buy a book with an audio disc included."
1,Doesn't keep coffee hot enough. Could be used only as a candle warmer. Don't buy it unless you like lukewarm coffee (ugh!).
1,"I am very happy that I purchased this rice cooker.It is easy to use ,brainless- just add water,rice and forget about. It is extremely convenient and makes excellent rice. Guests have asked how we cooked the rice because it was perfect."
2,"I just bought my first cd in years.Its The Clay Aiken MOAM.Ive been trying to pick A favorite and its impossible.When I listen to one ,I say thats the best,then when the next track has ended I say oh man that has to be the next single.I am glad im not the one that makes the decisions on the next single.I can hear and reconize the words,I can sing along,I get a good feeling.I feel no need to run from the police or to go slap anyone ,to shake my booty,nor to start cussing,so maybe im out of the loop to feel good about what ive heard.I must be so uncool,because i actually feel good and think maybe the world will all get better.I could not say it the way I feel but if i had a month to say it just right I could do a better job.Thank You Clay for making the sun shine brighter today."
2,This was a Christmas memory that I had as a child. We always used to watch it. Still lovely today.
1,"People often rave about how great this album is -- I really don't see the appeal. At the risk of sounding simplistic, this CD is full of pretensious songs for pretentious people. Bad melodies, not catchy at all, very little edge. Awful. There is so much good music out there, I can't fathom why one would listen to this."
1,"This ANTONLINE site has falsely advertized this HP Deskjet 960Cse Color printer on Amazon. After paying the advertized price of $61.97 plus $22.82 shipping and handling charge, they sent and delivered you a 6 oz size bubble wrapped pack Innovera Solid ink sticks/cartridge.No invoice or phone number in the package!"
1,I received this in the mail and followed the measurements on the site to get my size...when it arrived I could not fasten it as it was too small.........AND THERE IS NO REFUND.....So I didn't wear it or use it....and I am out $35.00 plus....for the privilege of not getting the product I asked for....one I could wear and use...will not buy from this seller again
